Nome,advisor,link_adv
Carl Gustav Hempel,Wolfgang Köhler,https://en.wikipedia.org/wiki/Wolfgang_K%C3%B6hler
Carl Gustav Hempel,Nicolai Hartmann,https://en.wikipedia.org/wiki/Nicolai_Hartmann
Carl Gustav Hempel,Rudolf Carnap,https://en.wikipedia.org/wiki/Rudolf_Carnap
Laura Mersini-Houghton,Leonard Parker,https://en.wikipedia.org/wiki/Leonard_Parker
Tudor Ganea,Henri Cartan,https://en.wikipedia.org/wiki/Henri_Cartan
Tudor Ganea,Simion Stoilow,https://en.wikipedia.org/wiki/Simion_Stoilow
Mark Bils,Stanley Fischer,https://en.wikipedia.org/wiki/Stanley_Fischer
Marc Raibert,Berthold K.P. Horn,https://en.wikipedia.org/wiki/Berthold_K.P._Horn
Marc Raibert,Whitman Richards,https://en.wikipedia.org/wiki/Whitman_Richards
J. W. S. Cassels,Louis Mordell,https://en.wikipedia.org/wiki/Louis_Mordell
Nigel Hitchin,Brian Steer,https://en.wikipedia.org/w/index.php?title=Brian_Steer&action=edit&redlink=1
Nigel Hitchin,Michael Atiyah,https://en.wikipedia.org/wiki/Michael_Atiyah
Luigi Cremona,Francesco Brioschi,https://en.wikipedia.org/wiki/Francesco_Brioschi
Geoffrey Watson,Richard Loree Anderson,https://en.wikipedia.org/wiki/Richard_Loree_Anderson
Ray Streater,Abdus Salam,https://en.wikipedia.org/wiki/Abdus_Salam
Ray Streater,John Clayton Taylor,https://en.wikipedia.org/wiki/John_Clayton_Taylor
Arthur Wahl,Glenn T. Seaborg,https://en.wikipedia.org/wiki/Glenn_T._Seaborg
Leonard Eugene Dickson,E. H. Moore,https://en.wikipedia.org/wiki/E._H._Moore
Ann Nelson,Howard Georgi,https://en.wikipedia.org/wiki/Howard_Georgi
Anthony Schuyler Arrott,Jacob E. Goldman,https://en.wikipedia.org/wiki/Jack_Goldman
Nicolai Hartmann,Hermann Cohen,https://en.wikipedia.org/wiki/Hermann_Cohen
Nicolai Hartmann,Paul Natorp,https://en.wikipedia.org/wiki/Paul_Natorp
Andrzej Schinzel,Wacław Sierpiński,https://en.wikipedia.org/wiki/Wac%C5%82aw_Sierpi%C5%84ski
Otto Toeplitz,Jakob Rosanes,https://en.wikipedia.org/wiki/Jakob_Rosanes
Otto Toeplitz,Friedrich Otto Rudolf Sturm,https://en.wikipedia.org/wiki/Friedrich_Otto_Rudolf_Sturm
John Milnor,Ralph Fox,https://en.wikipedia.org/wiki/Ralph_Fox
David Harbater,Michael Artin,https://en.wikipedia.org/wiki/Michael_Artin
Arthur von Oettingen,Antoine César Becquerel,https://en.wikipedia.org/wiki/Antoine_C%C3%A9sar_Becquerel
Arthur von Oettingen,Henri Victor Régnault,https://en.wikipedia.org/wiki/Henri_Victor_Regnault
Arthur von Oettingen,Heinrich Gustav Magnus,https://en.wikipedia.org/wiki/Heinrich_Gustav_Magnus
Arthur von Oettingen,Johann Christian Poggendorff,https://en.wikipedia.org/wiki/Johann_Christian_Poggendorff
Arthur von Oettingen,Heinrich Wilhelm Dove,https://en.wikipedia.org/wiki/Heinrich_Wilhelm_Dove
Rachel Justine Pries,David Harbater,https://en.wikipedia.org/wiki/David_Harbater
Zinovy Reichstein,Michael Artin,https://en.wikipedia.org/wiki/Michael_Artin
Elisabeth Hagemann,Otto Toeplitz,https://en.wikipedia.org/wiki/Otto_Toeplitz
Elisabeth Hagemann,Gottfried Köthe,https://en.wikipedia.org/wiki/Gottfried_K%C3%B6the
László Babai,Pál Turán,https://en.wikipedia.org/wiki/P%C3%A1l_Tur%C3%A1n
László Babai,Vera T. Sós,https://en.wikipedia.org/wiki/Vera_T._S%C3%B3s
Michael Fourman,Robin Gandy,https://en.wikipedia.org/wiki/Robin_Gandy
Michael Fourman,Dana Scott,https://en.wikipedia.org/wiki/Dana_Scott
Gottfried Köthe,Robert von Sterneck,https://en.wikipedia.org/wiki/Robert_von_Sterneck
Hel Braun,Carl Ludwig Siegel,https://en.wikipedia.org/wiki/Carl_Ludwig_Siegel
Hel Braun,Georg Aumann,https://en.wikipedia.org/wiki/Georg_Aumann
David Finkelstein,Felix Villars,https://en.wikipedia.org/wiki/Felix_Villars
Karl von Auwers,August Wilhelm von Hofmann,https://en.wikipedia.org/wiki/August_Wilhelm_von_Hofmann
Karl von Auwers,Victor Meyer,https://en.wikipedia.org/wiki/Victor_Meyer
David Singmaster,Dick Lehmer,https://en.wikipedia.org/wiki/Derrick_Henry_Lehmer
David Singmaster,Russell Lehman,https://en.wikipedia.org/w/index.php?title=Russell_Sherman_Lehman&action=edit&redlink=1
Ernest Walton,Ernest Rutherford,https://en.wikipedia.org/wiki/Ernest_Rutherford
Tracy Yerkes Thomas,Oswald Veblen,https://en.wikipedia.org/wiki/Oswald_Veblen
Friedrich Hasenöhrl,Franz S. Exner,https://en.wikipedia.org/wiki/Franz_S._Exner
Erhard Weigel,Philipp Müller,https://en.wikipedia.org/w/index.php?title=Philipp_M%C3%BCller_(astronomer)&action=edit&redlink=1
Edward Charles Titchmarsh,G. H. Hardy,https://en.wikipedia.org/wiki/G._H._Hardy
Timothy Kehoe,Herbert Scarf,https://en.wikipedia.org/wiki/Herbert_Scarf
Timothy Kehoe,Andreu Mas-Colell,https://en.wikipedia.org/wiki/Andreu_Mas-Colell
John Doyle (engineer),Donald Sarason,https://en.wikipedia.org/wiki/Donald_Sarason
Alexander Gelfond,Alexander Khinchin,https://en.wikipedia.org/wiki/Aleksandr_Yakovlevich_Khinchin
Alexander Gelfond,Vyacheslav Stepanov,https://en.wikipedia.org/wiki/Vyacheslav_Stepanov
John C. Gittins,Dennis Lindley,https://en.wikipedia.org/wiki/Dennis_Lindley
Jordan Ellenberg,Barry Mazur,https://en.wikipedia.org/wiki/Barry_Mazur
Greg Mankiw,Stanley Fischer,https://en.wikipedia.org/wiki/Stanley_Fischer
H. Gregg Lewis,Henry Schultz,https://en.wikipedia.org/wiki/Henry_Schultz
Colin Sheppard,Charles Oatley,https://en.wikipedia.org/wiki/Charles_Oatley
Heinrich Gustav Magnus,Eilhard Mitscherlich,https://en.wikipedia.org/wiki/Eilhard_Mitscherlich
Burton Wadsworth Jones,Leonard Eugene Dickson,https://en.wikipedia.org/wiki/Leonard_Eugene_Dickson
Frederick George Mann,William Pope,https://en.wikipedia.org/wiki/William_Jackson_Pope
George Kempf,Steven Kleiman,https://en.wikipedia.org/wiki/Steven_Kleiman
Malcolm Green (chemist),Geoffrey Wilkinson,https://en.wikipedia.org/wiki/Geoffrey_Wilkinson
Vernon C. Gibson,Malcolm Green,https://en.wikipedia.org/wiki/Malcolm_Green_(chemist)
Vernon C. Gibson,John E. Bercaw,https://en.wikipedia.org/wiki/John_E._Bercaw
Peter Shor,Tom Leighton,https://en.wikipedia.org/wiki/F._Thomson_Leighton
Wander Johannes de Haas,Heike Kamerlingh Onnes,https://en.wikipedia.org/wiki/Heike_Kamerlingh_Onnes
Wander Johannes de Haas,Johannes Petrus Kuenen,https://en.wikipedia.org/wiki/Johannes_Petrus_Kuenen
Justin Wolfers,Lawrence F. Katz,https://en.wikipedia.org/wiki/Lawrence_F._Katz
Justin Wolfers,Olivier Blanchard,https://en.wikipedia.org/wiki/Olivier_Blanchard
Justin Wolfers,Christopher Jencks,https://en.wikipedia.org/wiki/Christopher_Jencks
Justin Wolfers,Alberto Alesina,https://en.wikipedia.org/wiki/Alberto_Alesina
Robert Aumann,"George Whitehead, Jr.","https://en.wikipedia.org/wiki/George_Whitehead,_Jr."
Neil S. Sullivan,Robert Pound,https://en.wikipedia.org/wiki/Robert_Pound
Beresford Parlett,George Forsythe,https://en.wikipedia.org/wiki/George_Forsythe
Alexander Witting,Felix Klein,https://en.wikipedia.org/wiki/Felix_Klein
Yuen-Ron Shen,Nicolaas Bloembergen,https://en.wikipedia.org/wiki/Nicolaas_Bloembergen
Mieczysław Biernacki,Paul Montel,https://en.wikipedia.org/wiki/Paul_Montel
Naomi Lamoreaux,Louis Galambos,https://en.wikipedia.org/wiki/Louis_Galambos
Naomi Lamoreaux,Carl F. Christ,https://en.wikipedia.org/wiki/Carl_Christ
Reinhard Oehme,Werner Heisenberg,https://en.wikipedia.org/wiki/Werner_Heisenberg
Reinhard Oehme,Erwin Madelung,https://en.wikipedia.org/wiki/Erwin_Madelung
Paul Ching Wu Chu,Bernd T. Matthias,https://en.wikipedia.org/wiki/Bernd_T._Matthias
M. G. K. Menon,Cecil F. Powell,https://en.wikipedia.org/wiki/Cecil_Frank_Powell
Gábor Tardos,László Babai,https://en.wikipedia.org/wiki/L%C3%A1szl%C3%B3_Babai
Gábor Tardos,Péter Pál Pálfy,https://en.wikipedia.org/wiki/P%C3%A9ter_P%C3%A1l_P%C3%A1lfy
Stephen Lichtenbaum,John Tate,https://en.wikipedia.org/wiki/John_Tate_(mathematician)
Paul Samuelson,Joseph Schumpeter,https://en.wikipedia.org/wiki/Joseph_Schumpeter
Paul Samuelson,Wassily Leontief,https://en.wikipedia.org/wiki/Wassily_Leontief
Bernard Widrow,William Linvill,https://en.wikipedia.org/wiki/William_Linvill
Attilio Palatini,Tullio Levi-Civita,https://en.wikipedia.org/wiki/Tullio_Levi-Civita
Ray Streater,Abdus Salam,https://en.wikipedia.org/wiki/Abdus_Salam
Ray Streater,John Clayton Taylor,https://en.wikipedia.org/wiki/John_Clayton_Taylor
Abraham Adrian Albert,L. E. Dickson,https://en.wikipedia.org/wiki/L._E._Dickson
Cyril Domb,Fred Hoyle,https://en.wikipedia.org/wiki/Fred_Hoyle
Cyril Domb,Robert Stoneley,https://en.wikipedia.org/w/index.php?title=Robert_Stoneley&action=edit&redlink=1
Daniel Dennett,Gilbert Ryle,https://en.wikipedia.org/wiki/Gilbert_Ryle
Milton Friedman,Simon Kuznets,https://en.wikipedia.org/wiki/Simon_Kuznets
Martin Heidegger,Heinrich Rickert,https://en.wikipedia.org/wiki/Heinrich_Rickert
Nima Arkani-Hamed,Lawrence John Hall,https://en.wikipedia.org/wiki/Lawrence_John_Hall
Leonardo Senatore (physicist),Nima Arkani-Hamed,https://en.wikipedia.org/wiki/Nima_Arkani-Hamed
Leonardo Senatore (physicist),Alan Guth,https://en.wikipedia.org/wiki/Alan_Guth
Karl Rubin,Andrew Wiles,https://en.wikipedia.org/wiki/Andrew_Wiles
Robert Lee Moore,Oswald Veblen,https://en.wikipedia.org/wiki/Oswald_Veblen
Robert Lee Moore,E. H. Moore,https://en.wikipedia.org/wiki/E._H._Moore
Anthony James Leggett,Dirk ter Haar,https://en.wikipedia.org/wiki/Dirk_ter_Haar
William V. Houston,Albert Michelson,https://en.wikipedia.org/wiki/Albert_Michelson
William V. Houston,Robert Millikan,https://en.wikipedia.org/wiki/Robert_Millikan
William V. Houston,Arnold Sommerfeld,https://en.wikipedia.org/wiki/Arnold_Sommerfeld
William V. Houston,Werner Heisenberg,https://en.wikipedia.org/wiki/Werner_Heisenberg
Donald D. Clayton,William Alfred Fowler,https://en.wikipedia.org/wiki/William_Alfred_Fowler
Michael Spence,Kenneth Arrow,https://en.wikipedia.org/wiki/Kenneth_Arrow
Michael Spence,Thomas Schelling,https://en.wikipedia.org/wiki/Thomas_Schelling
Melville J. Herskovits,Franz Boas,https://en.wikipedia.org/wiki/Franz_Boas
Douglas Ross (physicist),John Clayton Taylor,https://en.wikipedia.org/wiki/John_Clayton_Taylor
Paul Cohen,Antoni Zygmund,https://en.wikipedia.org/wiki/Antoni_Zygmund
Joe Vinen,David Shoenberg,https://en.wikipedia.org/wiki/David_Shoenberg
Leland John Haworth,Charles Elwood Mendenhall,https://en.wikipedia.org/wiki/Charles_Elwood_Mendenhall
Ian Stewart (mathematician),Brian Hartley,https://en.wikipedia.org/wiki/Brian_Hartley
Peter Landrock,Richard Dagobert Brauer,https://en.wikipedia.org/wiki/Richard_Dagobert_Brauer
Ping Zhang (biologist),Michael Rossmann,https://en.wikipedia.org/wiki/Michael_Rossmann
Arianna W. Rosenbluth,John Hasbrouck Van Vleck,https://en.wikipedia.org/wiki/John_Hasbrouck_Van_Vleck
Rudi Dornbusch,Robert Mundell,https://en.wikipedia.org/wiki/Robert_Mundell
Stanford S. Penner,Farrington Daniels,https://en.wikipedia.org/wiki/Farrington_Daniels
Terry Winograd,Seymour Papert,https://en.wikipedia.org/wiki/Seymour_Papert
Yu-Chi Ho,"Arthur E. Bryson, Jr.","https://en.wikipedia.org/wiki/Arthur_E._Bryson,_Jr."
Yu-Chi Ho,Kumpati S. Narendra,https://en.wikipedia.org/wiki/Kumpati_S._Narendra
Ishfaq Ahmad Khan,Pierre Demers,https://en.wikipedia.orghttps://fr.wikipedia.org/wiki/Pierre_Demers_(physicien)
Ishfaq Ahmad Khan,R.M. Chaudhry,https://en.wikipedia.org/wiki/Rafi_Muhammad_Chaudhry
Julius Wolff (mathematician),Diederik Johannes Korteweg,https://en.wikipedia.org/wiki/Diederik_Johannes_Korteweg
Alexander Aitken,E. T. Whittaker,https://en.wikipedia.org/wiki/E._T._Whittaker
Whitman Richards,Hans-Lukas Teuber,https://en.wikipedia.org/wiki/Hans-Lukas_Teuber
Syun-Ichi Akasofu,Sydney Chapman,https://en.wikipedia.org/wiki/Sydney_Chapman_(mathematician)
Stuart Geman,Herman Chernoff,https://en.wikipedia.org/wiki/Herman_Chernoff
Stuart Geman,Frank Kozin,https://en.wikipedia.org/w/index.php?title=Frank_Kozin&action=edit&redlink=1
Lazar Lyusternik,Nikolai Luzin,https://en.wikipedia.org/wiki/Nikolai_Luzin
Leonard Ornstein,Hendrik Lorentz,https://en.wikipedia.org/wiki/Hendrik_Lorentz
George Tseng,Wing Hung Wong,https://en.wikipedia.org/wiki/Wing_Hung_Wong
Takeshi Amemiya,Carl F. Christ,https://en.wikipedia.org/wiki/Carl_Christ
Josiah Willard Gibbs,Hubert Anson Newton,https://en.wikipedia.org/wiki/Hubert_Anson_Newton
Adam Sedgwick,Thomas Jones,https://en.wikipedia.org/wiki/Thomas_Jones_(mathematician)
Adam Sedgwick,John Dawson,https://en.wikipedia.org/wiki/John_Dawson_(surgeon)
Trevor McDougall,Stewart Turner,https://en.wikipedia.org/wiki/Stewart_Turner
Trevor McDougall,Paul Linden,https://en.wikipedia.org/wiki/Paul_Linden
Charles Scott Sherrington,Michael Foster,https://en.wikipedia.org/wiki/Michael_Foster_(physiologist)
Charles Scott Sherrington,John Newport Langley,https://en.wikipedia.org/wiki/John_Newport_Langley
Stanisław Leśniewski,Kazimierz Twardowski,https://en.wikipedia.org/wiki/Kazimierz_Twardowski
Moni Naor,Manuel Blum,https://en.wikipedia.org/wiki/Manuel_Blum
Michael D. Morley,Saunders Mac Lane,https://en.wikipedia.org/wiki/Saunders_Mac_Lane
Michael D. Morley,Robert Vaught,https://en.wikipedia.org/wiki/Robert_Vaught
Bryan John Birch,J. W. S. Cassels,https://en.wikipedia.org/wiki/J._W._S._Cassels
Carl Theodore Liebermann,Robert Wilhelm Bunsen,https://en.wikipedia.org/wiki/Robert_Wilhelm_Bunsen
Carl Theodore Liebermann,Adolf von Baeyer,https://en.wikipedia.org/wiki/Adolf_von_Baeyer
Simion Filip,Alex Eskin,https://en.wikipedia.org/wiki/Alex_Eskin
Paul Courant,Edwin Mills,https://en.wikipedia.org/wiki/Edwin_Mills_(economist)
Carl Shipp Marvel,William A. Noyes,https://en.wikipedia.org/wiki/William_A._Noyes
Frank Calegari,Ken Ribet,https://en.wikipedia.org/wiki/Ken_Ribet
Jesse Shapiro,Edward Glaeser,https://en.wikipedia.org/wiki/Edward_Glaeser
Fritz Bützberger,Ludwig Schläfli,https://en.wikipedia.org/wiki/Ludwig_Schl%C3%A4fli
Rod Crewther,Murray Gell-Mann,https://en.wikipedia.org/wiki/Murray_Gell-Mann
Noel Corngold,Norman Foster Ramsey Jr.,https://en.wikipedia.org/wiki/Norman_Foster_Ramsey_Jr.
Robert L. Devaney,Stephen Smale,https://en.wikipedia.org/wiki/Stephen_Smale
Charles W. Misner,John Wheeler,https://en.wikipedia.org/wiki/John_Archibald_Wheeler
Charles W. Misner,Arnold Ross,https://en.wikipedia.org/wiki/Arnold_Ross
Feng Depei,Archibald Hill,https://en.wikipedia.org/wiki/Archibald_Hill
Gilbert Harman,Willard Van Orman Quine,https://en.wikipedia.org/wiki/Willard_Van_Orman_Quine
David Kazhdan,Alexandre Kirillov,https://en.wikipedia.org/wiki/Alexandre_Kirillov
Alan V. Oppenheim,Amar Bose,https://en.wikipedia.org/wiki/Amar_Bose
Charles Musgrave,William Andrew Goddard III,https://en.wikipedia.org/wiki/William_Andrew_Goddard_III
Kanakanahalli Ramachandra,K. G. Ramanathan,https://en.wikipedia.org/wiki/K._G._Ramanathan
Rangasami L. Kashyap,Yu-Chi Ho,https://en.wikipedia.org/wiki/Yu-Chi_Ho
Welington de Melo,Jacob Palis,https://en.wikipedia.org/wiki/Jacob_Palis
Anna Johnson Pell Wheeler,David Hilbert,https://en.wikipedia.org/wiki/David_Hilbert
Anna Johnson Pell Wheeler,Felix Klein,https://en.wikipedia.org/wiki/Felix_Klein
Anna Johnson Pell Wheeler,Hermann Minkowski,https://en.wikipedia.org/wiki/Hermann_Minkowski
Anna Johnson Pell Wheeler,Karl Schwarzchild,https://en.wikipedia.org/wiki/Karl_Schwarzchild
Anna Johnson Pell Wheeler,E. H. Moore,https://en.wikipedia.org/wiki/E._H._Moore
Aleksandr Khinchin,Nikolai Luzin,https://en.wikipedia.org/wiki/Nikolai_Luzin
Noga Alon,Micha Perles,https://en.wikipedia.org/wiki/Micha_Perles
Richard D. Schafer,Abraham Adrian Albert,https://en.wikipedia.org/wiki/Abraham_Adrian_Albert
P. A. P. Moran,Abram Besicovitch,https://en.wikipedia.org/wiki/Abram_Besicovitch
Ehud de Shalit,Andrew Wiles,https://en.wikipedia.org/wiki/Andrew_Wiles
C. I. Lewis,Josiah Royce,https://en.wikipedia.org/wiki/Josiah_Royce
Uroš Seljak,Edmund Bertschinger,https://en.wikipedia.org/wiki/Edmund_Bertschinger
Daniel Quillen,Raoul Bott,https://en.wikipedia.org/wiki/Raoul_Bott
Emmanuel Ullmo,Lucien Szpiro,https://en.wikipedia.org/wiki/Lucien_Szpiro
Dinesh Thakur (mathematician),John Tate,https://en.wikipedia.org/wiki/John_Tate_(mathematician)
Margaret Melhase,Glenn T. Seaborg,https://en.wikipedia.org/wiki/Glenn_T._Seaborg
Robert Arnott Wilson,John Horton Conway,https://en.wikipedia.org/wiki/John_Horton_Conway
Adrian Raftery,Paul Deheuvels,https://en.wikipedia.org/wiki/Paul_Deheuvels
Michael Kasha,Gilbert N. Lewis,https://en.wikipedia.org/wiki/Gilbert_N._Lewis
Einar Hille,Marcel Riesz,https://en.wikipedia.org/wiki/Marcel_Riesz
Douglas Bernheim,Franklin M. Fisher,https://en.wikipedia.org/wiki/Franklin_M._Fisher
Marshall Stoneham,Maurice Pryce,https://en.wikipedia.org/wiki/Maurice_Pryce
Marcel-Paul Schützenberger,Georges Darmois,https://en.wikipedia.org/wiki/Georges_Darmois
Marcel-Paul Schützenberger,Albert Châtelet,https://en.wikipedia.org/wiki/Albert_Ch%C3%A2telet
Harmon Craig,Harold C. Urey,https://en.wikipedia.org/wiki/Harold_C._Urey
Todd Martínez,Emily A. Carter,https://en.wikipedia.org/wiki/Emily_A._Carter
Jagadish Chandra Bose,John Strutt (Rayleigh),"https://en.wikipedia.org/wiki/John_Strutt,_3rd_Baron_Rayleigh"
Natalie Strynadka,Michael N. G. James,https://en.wikipedia.org/wiki/Michael_N._G._James
Sergiu Hart,Robert J. Aumann,https://en.wikipedia.org/wiki/Robert_J._Aumann
Carl H. Brans,Robert H. Dicke,https://en.wikipedia.org/wiki/Robert_H._Dicke
Carl H. Brans,Charles W. Misner,https://en.wikipedia.org/wiki/Charles_W._Misner
Somak Raychaudhury,Donald Lynden-Bell,https://en.wikipedia.org/wiki/Donald_Lynden-Bell
Francesco Rossetti,Andreas von Ettingshausen,https://en.wikipedia.org/wiki/Andreas_von_Ettingshausen
Francesco Rossetti,Victor Regnault,https://en.wikipedia.org/wiki/Victor_Regnault
John Warnock,David C. Evans,https://en.wikipedia.org/wiki/David_C._Evans
John Warnock,Ivan Sutherland,https://en.wikipedia.org/wiki/Ivan_Sutherland
Israel Scheffler,Nelson Goodman,https://en.wikipedia.org/wiki/Nelson_Goodman
Hugo Christiaan Hamaker,Leonard Ornstein,https://en.wikipedia.org/wiki/Leonard_Ornstein
Mikhael Gromov (mathematician),Vladimir Rokhlin,https://en.wikipedia.org/wiki/Vladimir_Rokhlin_(Soviet_mathematician)
Jana Asher,Stephen Fienberg,https://en.wikipedia.org/wiki/Stephen_Fienberg
Chris Heyde,Patrick Alfred Pierce Moran,https://en.wikipedia.org/wiki/Pat_Moran_(statistician)
Eugen Bamberger,August Wilhelm von Hofmann,https://en.wikipedia.org/wiki/August_Wilhelm_von_Hofmann
J. Michael Kosterlitz,David Thouless,https://en.wikipedia.org/wiki/David_Thouless
Robert Rosen (biologist),Nicolas Rashevsky,https://en.wikipedia.org/wiki/Nicolas_Rashevsky
Karl Koester,Friedrich Daniel von Recklinghausen,https://en.wikipedia.org/wiki/Friedrich_Daniel_von_Recklinghausen
Leonard Eugene Dickson,E. H. Moore,https://en.wikipedia.org/wiki/E._H._Moore
Daniel Lazard,Pierre Samuel,https://en.wikipedia.org/wiki/Pierre_Samuel
Prafulla Chandra Ray,Alexander Crum Brown,https://en.wikipedia.org/wiki/Alexander_Crum_Brown
Mark Vishik,Lazar Aronovich Lusternik,https://en.wikipedia.org/wiki/Lazar_Aronovich_Lusternik
Gheorghe Vrănceanu,Tullio Levi-Civita,https://en.wikipedia.org/wiki/Tullio_Levi-Civita
Arthur Herbert Copeland,O. D. Kellogg,https://en.wikipedia.org/wiki/Oliver_Dimon_Kellogg
Lazar Lyusternik,Nikolai Luzin,https://en.wikipedia.org/wiki/Nikolai_Luzin
Satyendra Nath Bose,Jagadish Chandra Bose,https://en.wikipedia.org/wiki/Jagadish_Chandra_Bose
Satyendra Nath Bose,Prafulla Chandra Ray,https://en.wikipedia.org/wiki/Prafulla_Chandra_Ray
Arthur Amos Noyes,Wilhelm Ostwald,https://en.wikipedia.org/wiki/Wilhelm_Ostwald
Daniel Amit,Eugene P. Gross,https://en.wikipedia.org/wiki/Eugene_P._Gross
Thomas Sowell,George Stigler,https://en.wikipedia.org/wiki/George_Stigler
Revaz Gamkrelidze,Lev Pontryagin,https://en.wikipedia.org/wiki/Lev_Pontryagin
Peter Donnelly,John Kingman,https://en.wikipedia.org/wiki/John_Kingman
Peter Donnelly,Dominic Welsh,https://en.wikipedia.org/wiki/Dominic_Welsh
Ghulam Dastagir Alam,J. B. Hasted,https://en.wikipedia.org/wiki/John_Hasted
Ghulam Dastagir Alam,Abdus Salam,https://en.wikipedia.org/wiki/Abdus_Salam
Ghulam Dastagir Alam,Rafi Muhammad,https://en.wikipedia.org/wiki/Rafi_Muhammad_Chaudhry
Ghulam Dastagir Alam,Harrie Massey,https://en.wikipedia.org/wiki/Harrie_Massey
Ian Hacking,Casimir Lewy,https://en.wikipedia.org/wiki/Casimir_Lewy
Maurice Obstfeld,Rudi Dornbusch,https://en.wikipedia.org/wiki/Rudi_Dornbusch
Renzo L. Ricca,H. Keith Moffatt,https://en.wikipedia.org/wiki/Keith_Moffatt
Norman Ramsey Jr.,Isidor Isaac Rabi,https://en.wikipedia.org/wiki/Isidor_Isaac_Rabi
Edward Farhi,Howard Georgi,https://en.wikipedia.org/wiki/Howard_Georgi
Carl Johannes Thomae,Ernst Schering,https://en.wikipedia.org/wiki/Ernst_Christian_Julius_Schering
Patrick Winston,Marvin Minsky,https://en.wikipedia.org/wiki/Marvin_Minsky
Andrew R. Barron,Geoffrey Wilkinson,https://en.wikipedia.org/wiki/Geoffrey_Wilkinson
