Nome,Ano_Nasc,Pais,Campo_Principal,link
Jean Serra,1940.0,Born1940Algeria,"Mathematics, geology",https://en.wikipedia.org/wiki/Jean_Serra
Michael Ghil,1944.0,Hungary,Climate Science,https://en.wikipedia.org/wiki/Michael_Ghil
Graham Brightwell,1944.0,Hungary,Mathematics,https://en.wikipedia.org/wiki/Graham_Brightwell
Aaron Klug,1926.0,Lithuania,Biophysics,https://en.wikipedia.org/wiki/Aaron_Klug
Carl Neumann,1832.0,Prussia,integral equations,https://en.wikipedia.org/wiki/Carl_Neumann
David Widder,1898.0,US,Mathematics,https://en.wikipedia.org/wiki/David_Widder
Errett Bishop,1928.0,Kansas,Mathematics,https://en.wikipedia.org/wiki/Errett_Bishop
Jeff Cheeger,1943.0,U.S.,Mathematician,https://en.wikipedia.org/wiki/Jeff_Cheeger
Arthur Kerman,1929.0,Canada,Mathematician,https://en.wikipedia.org/wiki/Arthur_Kerman
Caroline Series,1951.0,England,Hyperbolic geometry,https://en.wikipedia.org/wiki/Caroline_Series
Edgar Krahn,1894.0,Estonia,Hyperbolic geometry,https://en.wikipedia.org/wiki/Edgar_Krahn
Robert Byron Bird,1924.0,U.S.,Transport phenomena,https://en.wikipedia.org/wiki/Robert_Byron_Bird
Curtis Callan,1942.0,Massachusetts,Transport phenomena,https://en.wikipedia.org/wiki/Curtis_Callan
Benoit Mandelbrot,1924.0,Poland,Mathematics,https://en.wikipedia.org/wiki/Beno%C3%AEt_Mandelbrot
Robin Gandy,1919.0,England,Mathematical logic,https://en.wikipedia.org/wiki/Robin_Gandy
John G. Kemeny,1926.0,Hungary,Mathematical logic,https://en.wikipedia.org/wiki/John_George_Kemeny
George A. Elliott,1926.0,Hungary,Mathematics,https://en.wikipedia.org/wiki/George_A._Elliott
Eugene Fama,1939.0,Massachusetts,Mathematics,https://en.wikipedia.org/wiki/Eugene_Fama
William Hopkins,1793.0,Kingdom of Great Britain,Mathematician,https://en.wikipedia.org/wiki/William_Hopkins
Elizabeth Laird (physicist),1874.0,Ontario,Physics,https://en.wikipedia.org/wiki/Elizabeth_Laird_(physicist)
Alexandre Chorin,1938.0,Poland,Mathematics,https://en.wikipedia.org/wiki/Alexandre_Chorin
Steven Weinberg,1933.0,U.S.,Theoretical physics,https://en.wikipedia.org/wiki/Steven_Weinberg
W. T. Tutte,1917.0,England,Mathematics,https://en.wikipedia.org/wiki/W._T._Tutte
John Hasbrouck Van Vleck,1899.0,US,Physics,https://en.wikipedia.org/wiki/John_Hasbrouck_Van_Vleck
Susan Polis Schutz,1944.0,U.S.,Physics,https://en.wikipedia.org/wiki/Stephen_Schutz
Robert C. Armstrong,,BornRobert Calvin Armstrong,Rheology,https://en.wikipedia.org/wiki/Robert_C._Armstrong
Angus Macintyre,1941.0,BornAngus John MacIntyre1941 (age 81–82),Rheology,https://en.wikipedia.org/wiki/Angus_Macintyre
Julius Plücker,1801.0,Holy Roman Empire[citation needed],Mathematics,https://en.wikipedia.org/wiki/Julius_Pl%C3%BCcker
Theophil Henry Hildebrandt,1888.0,US,mathematician,https://en.wikipedia.org/wiki/Theophil_Henry_Hildebrandt
Samuel Karlin,1924.0,Second Polish Republic,mathematical sciences,https://en.wikipedia.org/wiki/Samuel_Karlin
Jack Copeland,1950.0,BornBrian John Copeland1950 (age 72–73)United Kingdom,Philosophy,https://en.wikipedia.org/wiki/Jack_Copeland
Isidore Isaac Hirschman Jr.,1922.0,1922,Harmonic analysisOperator theory,https://en.wikipedia.org/wiki/Isidore_Isaac_Hirschman_Jr.
Charles Friedel,1832.0,France,Mineralogy,https://en.wikipedia.org/wiki/Charles_Friedel
Ramanathan V. Guha,1965.0,Born1965 (age 57–58)[citation needed],Data mining,https://en.wikipedia.org/wiki/Ramanathan_V._Guha
Arnold Sommerfeld,1868.0,Kingdom of Prussia,Physics,https://en.wikipedia.org/wiki/Arnold_Sommerfeld
George Pólya,1887.0,Austria-Hungary,Mathematics,https://en.wikipedia.org/wiki/George_P%C3%B3lya
Werner Romberg,1909.0,German Empire,Mathematics,https://en.wikipedia.org/wiki/Werner_Romberg
Stanisław Trybuła,1932.0,Poland,Mathematics,https://en.wikipedia.org/wiki/Stanis%C5%82aw_Trybu%C5%82a
Francis Galton,1822.0,England,Anthropology,https://en.wikipedia.org/wiki/Francis_Galton
Zbigniew Ciesielski,1934.0,Poland,Functional analysis,https://en.wikipedia.org/wiki/Zbigniew_Ciesielski
Georg Frederik Ursin,1797.0,Denmark,Functional analysis,https://en.wikipedia.org/wiki/Georg_Frederik_Ursin
Yakir Aharonov,1932.0,British Mandate of Palestine,Physicist,https://en.wikipedia.org/wiki/Yakir_Aharonov
Cliff Asness,1966.0,U.S.,Physicist,https://en.wikipedia.org/wiki/Cliff_Asness
Carl Runge,1856.0,German Confederation,Mathematics,https://en.wikipedia.org/wiki/Carl_Runge
Ernst Kummer,1810.0,Prussia,Mathematics,https://en.wikipedia.org/wiki/Ernst_Eduard_Kummer
Marika Taylor,1974.0,BornMarika Maxine Taylor1974 (age 48–49),Holography,https://en.wikipedia.org/wiki/Marika_Taylor
Anneli Cahn Lax,1922.0,1922Katowice,Mathematics,https://en.wikipedia.org/wiki/Anneli_Cahn_Lax
Theodore Modis,1943.0,1943 (age 80)Greece,Physics,https://en.wikipedia.org/wiki/Theodore_Modis
Harald Cramér,1893.0,Sweden,Statistics,https://en.wikipedia.org/wiki/Harald_Cram%C3%A9r
Sandu Popescu,1956.0,Romania,Physics,https://en.wikipedia.org/wiki/Sandu_Popescu
Christina Sormani,1956.0,Romania,Mathematics,https://en.wikipedia.org/wiki/Christina_Sormani
Ernst Schröder (mathematician),1841.0,Germany,Mathematics,https://en.wikipedia.org/wiki/Ernst_Schr%C3%B6der_(mathematician)
Lily Jan,1947.0,China,Neuroscience,https://en.wikipedia.org/wiki/Lily_Jan
Lise Meitner,1878.0,Austria-Hungary,Nuclear physics,https://en.wikipedia.org/wiki/Lise_Meitner
Peter Tait (physicist),1831.0,Scotland,Mathematical physics,https://en.wikipedia.org/wiki/Peter_Guthrie_Tait
Aleksander Rajchman,1890.0,Russian Empire,Mathematics,https://en.wikipedia.org/wiki/Aleksander_Rajchman
Simon B. Kochen,1934.0,Belgium,Mathematical physics,https://en.wikipedia.org/wiki/Simon_B._Kochen
Hermann Brück,1905.0,German Empire,Astronomy,https://en.wikipedia.org/wiki/Hermann_Br%C3%BCck
Joseph L. Doob,1910.0,U.S.,Complex analysis,https://en.wikipedia.org/wiki/Joseph_Leo_Doob
Erhard Schmidt,1876.0,Governorate of Livonia (now Estonia),Mathematics,https://en.wikipedia.org/wiki/Erhard_Schmidt
John Crank,1916.0,England,Mathematics,https://en.wikipedia.org/wiki/John_Crank
George B. Purdy,1944.0,United States,Mathematics,https://en.wikipedia.org/wiki/George_B._Purdy
Deborah Chung,,BornBritish Hong Kong,Materials science,https://en.wikipedia.org/wiki/Deborah_Chung
Paul C. Rosenbloom,1920.0,Born1920,mathematics,https://en.wikipedia.org/wiki/Paul_C._Rosenbloom
Paul Olum,1918.0,United States,Mathematics,https://en.wikipedia.org/wiki/Paul_Olum
Debendra Mohan Bose,1885.0,India),Particle physics,https://en.wikipedia.org/wiki/Debendra_Mohan_Bose
Sourav Chatterjee,1979.0,India,Mathematics,https://en.wikipedia.org/wiki/Sourav_Chatterjee
Karl Georg Christian von Staudt,1798.0,Germany),Astronomy,https://en.wikipedia.org/wiki/Karl_von_Staudt
Richard Kadison,1925.0,U.S.,Mathematics,https://en.wikipedia.org/wiki/Richard_V._Kadison
Otto Hesse,1811.0,Kingdom of Prussia,Mathematician,https://en.wikipedia.org/wiki/Otto_Hesse
Hans Moravec,1948.0,Austria[1],Robotics,https://en.wikipedia.org/wiki/Hans_Moravec
Maxime Bôcher,1867.0,Massachusetts,Mathematics,https://en.wikipedia.org/wiki/Maxime_B%C3%B4cher
Nikolaus Riehl,1901.0,Russian Empire,Nuclear physics,https://en.wikipedia.org/wiki/Nikolaus_Riehl
Eduard Helly,1884.0,Austrian Empire,Nuclear physics,https://en.wikipedia.org/wiki/Eduard_Helly
Georges Urbain,1872.0,France,Nuclear physics,https://en.wikipedia.org/wiki/Georges_Urbain
Reinhold Baer,1902.0,Germany,Mathematics,https://en.wikipedia.org/wiki/Reinhold_Baer
Hans Albert Einstein,1904.0,Switzerland,Mathematics,https://en.wikipedia.org/wiki/Hans_Albert_Einstein
Andrew M. Gleason,1921.0,California,Mathematics,https://en.wikipedia.org/wiki/Andrew_Gleason
Peter J. Freyd,1936.0,U.S.[1],Category theory,https://en.wikipedia.org/wiki/Peter_J._Freyd
E. T. Whittaker,1873.0,England,Mathematics,https://en.wikipedia.org/wiki/E._T._Whittaker
Kip Thorne,1940.0,U.S.,Astrophysics,https://en.wikipedia.org/wiki/Kip_Thorne
Peter Lax,1926.0,Kingdom of Hungary,Mathematics,https://en.wikipedia.org/wiki/Peter_D._Lax
Bertil Matérn,1917.0,Sweden,Spatial statistics,https://en.wikipedia.org/wiki/Bertil_Mat%C3%A9rn
Tamar Ziegler,1917.0,Sweden,Ergodic theory,https://en.wikipedia.org/wiki/Tamar_Ziegler
Grace Bates,1914.0,1914,Mathematician,https://en.wikipedia.org/wiki/Grace_Bates
V. S. Sunder,1952.0,Born6 April 1952,Subfactors,https://en.wikipedia.org/wiki/V._S._Sunder
Samuel Tolansky,1906.0,England,Subfactors,https://en.wikipedia.org/wiki/Samuel_Tolansky
Jeff Paris (mathematician),1944.0,BornJeffrey Bruce Paris (1944-11-15) 15 November 1944 (age 78)[2],Mathematical logic,https://en.wikipedia.org/wiki/Jeff_Paris_(mathematician)
David Pines,1924.0,Missouri,Physics,https://en.wikipedia.org/wiki/David_Pines
Otto Hahn,1879.0,German Empire (now Germany),Radiochemistry,https://en.wikipedia.org/wiki/Otto_Hahn
Wilhelm Fiedler,1832.0,Born(1832-04-03)3 April 1832Chemnitz,Mathematics,https://en.wikipedia.org/wiki/Wilhelm_Fiedler
Hironari Miyazawa,1927.0,Born1927Tokyo,Physics,https://en.wikipedia.org/wiki/Hironari_Miyazawa
Oscar Buneman,1913.0,Born(1913-09-28)28 September 1913,Physics,https://en.wikipedia.org/wiki/Oscar_Buneman
Fay Dowker,1965.0,England,Theoretical physics,https://en.wikipedia.org/wiki/Fay_Dowker
Frank Anscombe,1918.0,UK,Statistician,https://en.wikipedia.org/wiki/Frank_Anscombe
Warren Ambrose,1914.0,Illinois,differential geometry,https://en.wikipedia.org/wiki/Warren_Ambrose
Heidenhain,1914.0,Illinois,differential geometry,https://en.wikipedia.org/wiki/Heidenhain
William V. Houston,1900.0,U.S.,Physics,https://en.wikipedia.org/wiki/William_V._Houston
Isaac Todhunter,1820.0,England,Mathematics,https://en.wikipedia.org/wiki/Isaac_Todhunter
Huang Kun,1919.0,Republic of China,Solid-state physics,https://en.wikipedia.org/wiki/Huang_Kun
Thomas Kuhn,1922.0,US,Solid-state physics,https://en.wikipedia.org/wiki/Thomas_Kuhn
Harry Rauch,1925.0,New Jersey,Mathematics,https://en.wikipedia.org/wiki/Harry_Rauch
Daniel Joseph Bradley,1928.0,Northern Ireland,Mathematics,https://en.wikipedia.org/wiki/Daniel_Joseph_Bradley
Traian Lalescu,1882.0,Romania,Mathematician,https://en.wikipedia.org/wiki/Traian_Lalescu
Charles Hartshorne,1897.0,U.S.,Mathematician,https://en.wikipedia.org/wiki/Charles_Hartshorne
Friedrich Julius Richelot,1808.0,Prussia,Mathematics,https://en.wikipedia.org/wiki/Friedrich_Richelot
Dennis W. Sciama,1926.0,England,Gravitation,https://en.wikipedia.org/wiki/Dennis_Sciama
Harold Grad,1923.0,New York,Plasma physics,https://en.wikipedia.org/wiki/Harold_Grad
David Trotman,1951.0,England,Plasma physics,https://en.wikipedia.org/wiki/David_Trotman
Martin David Kruskal,1925.0,US,Mathematical physics,https://en.wikipedia.org/wiki/Martin_David_Kruskal
Masao Kotani,1906.0,1906Kyoto,Physics,https://en.wikipedia.org/wiki/Masao_Kotani
Tsung-Dao Lee,1926.0,Republic of China,Physics,https://en.wikipedia.org/wiki/Tsung-Dao_Lee
W. B. R. Lickorish,1938.0,Born19 February 1938 (1938-02-19) (age 85),Mathematician,https://en.wikipedia.org/wiki/Ray_Lickorish
Sekazi Mtingwa,1949.0,US,High energy physics,https://en.wikipedia.org/wiki/Sekazi_Mtingwa
Edward Mills Purcell,1912.0,United States,Physics,https://en.wikipedia.org/wiki/Edward_Mills_Purcell
Peter G. Harrison,1951.0,Born1951 (age 71–72)Nottingham[2],performance analysis,https://en.wikipedia.org/wiki/Peter_G._Harrison
Abraham Gotthelf Kästner,1719.0,Electorate of Saxony,Mathematics,https://en.wikipedia.org/wiki/Abraham_Kaestner
Joseph Schumpeter,1883.0,Czech Republic),Mathematics,https://en.wikipedia.org/wiki/Joseph_Schumpeter
David R. Nygren,1938.0,1938 (1938-12-30) (age 84),Particle Physics,https://en.wikipedia.org/wiki/David_R._Nygren
Ralph H. Fowler,1889.0,England,Statistical physics,https://en.wikipedia.org/wiki/Ralph_H._Fowler
Erich Hecke,1887.0,German Empire,Mathematics,https://en.wikipedia.org/wiki/Erich_Hecke
Kurt Reidemeister,1893.0,Born(1893-10-13)13 October 1893Braunschweig,Mathematics,https://en.wikipedia.org/wiki/Kurt_Reidemeister
John W. Pratt,1931.0,Born1931 (age 91–92),Mathematics,https://en.wikipedia.org/wiki/John_W._Pratt
Émile Borel,1871.0,France,Mathematics,https://en.wikipedia.org/wiki/%C3%89mile_Borel
David Gross,1941.0,U.S.,Quantum field theory,https://en.wikipedia.org/wiki/David_Gross
Augustus De Morgan,1806.0,(present-day India),logician,https://en.wikipedia.org/wiki/Augustus_De_Morgan
Herbert Turnbull,1885.0,England,logician,https://en.wikipedia.org/wiki/Herbert_Turnbull
Bruce Allen (physicist),1959.0,1959 (age 64),logician,https://en.wikipedia.org/wiki/Bruce_Allen_(physicist)
Charles Adolphe Wurtz,1817.0,France,Chemistry,https://en.wikipedia.org/wiki/Charles_Adolphe_Wurtz
Heinrich Wilhelm Brandes,1777.0,Born27 July 1777 (1777-07-27)Groden near Ritzebüttel,Chemistry,https://en.wikipedia.org/wiki/Heinrich_Wilhelm_Brandes
George Mackey,1916.0,Missouri,Chemistry,https://en.wikipedia.org/wiki/George_Mackey
Susanne Langer,1895.0,U.S.,Chemistry,https://en.wikipedia.org/wiki/Susanne_Langer
Julia Bell,1879.0,England,Genetics,https://en.wikipedia.org/wiki/Julia_Bell
Owen Willans Richardson,1879.0,UK,Physics,https://en.wikipedia.org/wiki/Owen_Willans_Richardson
Armand Gautier (chemist),1837.0,Born23 September 1837Narbonne,Physics,https://en.wikipedia.org/wiki/Armand_Gautier_(chemist)
Olaus Henrici,1840.0,Duchy of Holstein,Physics,https://en.wikipedia.org/wiki/Olaus_Henrici
Arthur Cayley,1821.0,UK,Mathematics,https://en.wikipedia.org/wiki/Arthur_Cayley
Maurice Herlihy,1954.0,1954 (age 69),Computer science,https://en.wikipedia.org/wiki/Maurice_Herlihy
Emil Wolf,1922.0,Czechoslovakia,Optics,https://en.wikipedia.org/wiki/Emil_Wolf
William Whewell,1794.0,England,Polymath,https://en.wikipedia.org/wiki/William_Whewell
Peter Lax,1926.0,Kingdom of Hungary,Mathematics,https://en.wikipedia.org/wiki/Peter_David_Lax
Harry Pitt,1914.0,England,Mathematics,https://en.wikipedia.org/wiki/Harry_Pitt
Frank Wilczek,1951.0,U.S.,Physics,https://en.wikipedia.org/wiki/Frank_Wilczek
Johann Christian Polycarp Erxleben,1744.0,Kingdom of Prussia,Naturalist,https://en.wikipedia.org/wiki/Johann_Christian_Polycarp_Erxleben
Emil Fischer,1852.0,Rhine Province,Chemistry,https://en.wikipedia.org/wiki/Emil_Fischer
August Kekulé,1829.0,Grand Duchy of Hesse,Chemistry,https://en.wikipedia.org/wiki/Friedrich_August_Kekul%C3%A9
William Gemmell Cochran,1909.0,Scotland[1],Statistics,https://en.wikipedia.org/wiki/William_Gemmell_Cochran
Georg Cantor,1845.0,Russian Empire,Mathematics,https://en.wikipedia.org/wiki/Georg_Cantor
Daniel I. A. Cohen,1946.0,Born1946,Mathematics,https://en.wikipedia.org/wiki/Daniel_I._A._Cohen
Ernst Stueckelberg,1905.0,Born(1905-02-01)1 February 1905Basel,Mathematics,https://en.wikipedia.org/wiki/Ernst_C._St%C3%BCckelberg
William Ramsay,1852.0,Scotland,Chemistry,https://en.wikipedia.org/wiki/William_Ramsay
Ada Lovelace,1815.0,England,Chemistry,https://en.wikipedia.org/wiki/Ada_Lovelace
Felix Browder,1927.0,Soviet Union,Mathematics,https://en.wikipedia.org/wiki/Felix_Browder
Igor Klebanov,1962.0,1962 (age 61)Soviet Union,Theoretical physics,https://en.wikipedia.org/wiki/Igor_Klebanov
Lord Kelvin,1824.0,United Kingdom of Great Britain and Ireland,Theoretical physics,"https://en.wikipedia.org/wiki/William_Thomson,_1st_Baron_Kelvin"
Chuu-Lian Terng,1824.0,United Kingdom of Great Britain and Ireland,Theoretical physics,https://en.wikipedia.org/wiki/Chuu-lian_Terng
Garrett Birkhoff,1911.0,US,Mathematics,https://en.wikipedia.org/wiki/Garrett_Birkhoff
Tim Poston,1945.0,Born(1945-06-19)19 June 1945,Mathematics,https://en.wikipedia.org/wiki/Tim_Poston
Walter Heitler,1904.0,German Empire,Quantum mechanics,https://en.wikipedia.org/wiki/Walter_Heitler
Alladi Ramakrishnan,1923.0,India,Theoretical physics,https://en.wikipedia.org/wiki/Alladi_Ramakrishnan
Robert Sinclair MacKay,,Surrey[4],Theoretical physics,https://en.wikipedia.org/wiki/Robert_Sinclair_MacKay
Gregory Vlastos,1907.0,Turkey),Theoretical physics,https://en.wikipedia.org/wiki/Gregory_Vlastos
Victor Weisskopf,1908.0,Austria-Hungary,Physicist,https://en.wikipedia.org/wiki/Victor_Weisskopf
Joseph L. Walsh,1895.0,D. C.,Mathematics,https://en.wikipedia.org/wiki/Joseph_L._Walsh
Chia-Kun Chu,1927.0,China,Applied Mathematics,https://en.wikipedia.org/wiki/Chia-Kun_Chu
R. Tyrrell Rockafellar,1935.0,U.S.,Mathematical optimization,https://en.wikipedia.org/wiki/R._Tyrrell_Rockafellar
David Turner (computer scientist),1946.0,BornJanuary 1946 (age 77),Computer science,https://en.wikipedia.org/wiki/David_Turner_(computer_scientist)
William Henry Bragg,1862.0,United Kingdom,Physics,https://en.wikipedia.org/wiki/William_Henry_Bragg
James Tobin,1918.0,U.S.,Physics,https://en.wikipedia.org/wiki/James_Tobin
Ulf Grenander,1923.0,Sweden,Statistics,https://en.wikipedia.org/wiki/Ulf_Grenander
Ernst Kummer,1810.0,Prussia,Mathematics,https://en.wikipedia.org/wiki/Ernst_Kummer
Oliver Lodge,1851.0,England,Mathematics,https://en.wikipedia.org/wiki/Oliver_Lodge
Wilhelm Blaschke,1885.0,Born(1885-09-13)13 September 1885Graz,Mathematics,https://en.wikipedia.org/wiki/Wilhelm_Blaschke
Niels Bohr,1885.0,Denmark,Theoretical physics,https://en.wikipedia.org/wiki/Niels_Bohr
Chris Quigg,1944.0,Maryland,Theoretical physics,https://en.wikipedia.org/wiki/Chris_Quigg
Linus Pauling,1901.0,U.S.,Quantum chemistry,https://en.wikipedia.org/wiki/Linus_Pauling
Philip M. Whitman,1901.0,U.S.,Lattice theory,https://en.wikipedia.org/wiki/Philip_M._Whitman
Abner Shimony,1928.0,USA,Philosophy of science,https://en.wikipedia.org/wiki/Abner_Shimony
Ferdinand A. Hermens,1906.0,Germany,Philosophy of science,https://en.wikipedia.org/wiki/Ferdinand_A._Hermens
Robert Horton Cameron,1908.0,USA,mathematician,https://en.wikipedia.org/wiki/Robert_Horton_Cameron
James Jeans,1877.0,England,"Astronomy, mathematics, physics",https://en.wikipedia.org/wiki/James_Hopwood_Jeans
G. N. Watson,1886.0,England,Mathematics,https://en.wikipedia.org/wiki/G._N._Watson
Carol Jane Anger Rieke,1908.0,1908,Mathematics,https://en.wikipedia.org/wiki/Carol_Jane_Anger_Rieke
Richard Friederich Arens,1919.0,Germany,Mathematics,https://en.wikipedia.org/wiki/Richard_Friedrich_Arens
Raymond Stora,1930.0,France,Physics,https://en.wikipedia.org/wiki/Raymond_Stora
Stephen Bernard Libby,,BornUnited States,Theoretical Physics,https://en.wikipedia.org/wiki/Stephen_Bernard_Libby
Frederick Guthrie,1833.0,London,Theoretical Physics,https://en.wikipedia.org/wiki/Frederick_Guthrie
William Stanley Jevons,1835.0,England,Economics,https://en.wikipedia.org/wiki/William_Stanley_Jevons
Nick Holonyak,1928.0,U.S.,Electrical engineering,https://en.wikipedia.org/wiki/Nick_Holonyak
Walter Gordy,1909.0,Mississippi,Physical chemist,https://en.wikipedia.org/wiki/Walter_Gordy
Richard Brauer,1901.0,German Empire,Scientist,https://en.wikipedia.org/wiki/Richard_Brauer
Franz Ernst Neumann,1798.0,Holy Roman Empire,Physics,https://en.wikipedia.org/wiki/Franz_Ernst_Neumann
Fred Tappert,1940.0,U.S.,Physics,https://en.wikipedia.org/wiki/Fred_Tappert
Edward Bierstone,1946.0,1946 (age 76),Mathematics,https://en.wikipedia.org/wiki/Edward_Bierstone
Christian Ehrenfried Weigel,1748.0,Sweden,Chemist,https://en.wikipedia.org/wiki/Christian_Ehrenfried_Weigel
Jill P. Mesirov,,BornJill P. Mesirov,Chemist,https://en.wikipedia.org/wiki/Jill_P._Mesirov
Robert H. Dicke,1916.0,U.S.,Physics,https://en.wikipedia.org/wiki/Robert_H._Dicke
Leslie Lamport,1941.0,U.S.,Computer science,https://en.wikipedia.org/wiki/Leslie_Lamport
Bernard Koopman,1900.0,France,Mathematics,https://en.wikipedia.org/wiki/Bernard_Koopman
Gordon L. Kane,1937.0,Minnesota,Physics,https://en.wikipedia.org/wiki/Gordon_L._Kane
Enrico Coen,1957.0,BornEnrico Sandro Coen (1957-09-29) 29 September 1957 (age 65)[3],Plant biology,https://en.wikipedia.org/wiki/Enrico_Coen
Philippe Nozières,1932.0,1932,Physics,https://en.wikipedia.org/wiki/Philippe_Nozi%C3%A8res
Marcos Moshinsky,1921.0,Ukrainian SSR,Elementary particles,https://en.wikipedia.org/wiki/Marcos_Moshinsky
Stephen Joseph Perry,1833.0,England,Elementary particles,https://en.wikipedia.org/wiki/Stephen_Joseph_Perry
Hans Carl Friedrich von Mangoldt,1854.0,Saxe-Weimar-Eisenach,Mathematics,https://en.wikipedia.org/wiki/Hans_Carl_Friedrich_von_Mangoldt
Anne Carter (economist),1925.0,1925 (age 98)New York City,Mathematics,https://en.wikipedia.org/wiki/Anne_Carter_(economist)
Hervé Le Treut,1956.0,France,Mathematics,https://en.wikipedia.org/wiki/Herv%C3%A9_Le_Treut
David Raymond Curtiss,1878.0,US,Mathematics,https://en.wikipedia.org/wiki/David_Raymond_Curtiss
John B. Cobb,1925.0,Japan,Mathematics,https://en.wikipedia.org/wiki/John_B._Cobb
Nikita Nekrasov,1973.0,Soviet Union,Physics,https://en.wikipedia.org/wiki/Nikita_Nekrasov
Monroe D. Donsker,1924.0,USA,Physics,https://en.wikipedia.org/wiki/Monroe_D._Donsker
Wilfred Kaplan,1915.0,US,Physics,https://en.wikipedia.org/wiki/Wilfred_Kaplan
Herbert Scarf,1930.0,U.S.,Physics,https://en.wikipedia.org/wiki/Herbert_Scarf
C. R. Rao,1920.0,India)[1][2],Mathematics and Statistics,https://en.wikipedia.org/wiki/C._R._Rao
Rainer Weiss,1932.0,Germany,Physics,https://en.wikipedia.org/wiki/Rainer_Weiss
